941C sVarName
530A38 wpLogicShape
5312E4 key
531490 element
5318C8 key
531A74 element
532070 wpCheckSamusLogicShape
53211C wpCheckEmmyLogicShape
5321B0 tForbiddenLogicShapes
532248 tWeightedLogicShapeIDs
532BE4 key
532D90 element
5331C8 key
533374 element
533970 wpStartLandmark
533A1C tEndLandmarks
533AB0 wpActivateLogicShape
534440 key
5345EC element
534A24 key
534BD0 element
53699C eEmmyOutsideRoomLPF
536AB0 eMinimapMode
536BAC eIceMode
536CA8 fChaseUnspawnEnemyDistance
536D70 bCloseEmmyDoorsDuringChase
536E34 fEmmyAutoFocusStartTime
536F00 fEmmyAutoFocusEndTime
536FCC fEmmyAutoFocusMaxZoomDistance
537070 fFocusModeActivationRadius
537114 fEmmyZoneChasePulseWaitTime
5371B4 fEmmyZoneChasePulseSpeed
537258 fEmmyZoneChasePhase2PulseWaitTime
5372F8 fEmmyZoneChasePhase2PulseSpeed
53739C fEmmyZoneSearch2PulseWaitTime
53743C fEmmyZoneSearch2PulseSpeed
5374E0 eEmmyOutsideRoomLowPassFilter
537584 bEmmyOutsideRoomLowPassActive
537624 bAfterGrabGotoSearch
5376C0 fGrab2Probability
537760 fTimeTargetOutOfEmmyZoneToEndSearch
537804 bWantsChaseRedLight
5378A4 fTunnelWalkTransitionSpeedChasePhase1
537944 fTunnelWalkTransitionSpeedChasePhase2ProtectorOn
5379E4 fTunnelWalkTransitionSpeedChasePhase2ProtectorDestroyed
537A8C bDarknessEnabled
537C90 iMinimapMode
537D38 fMinimapPatrol2SearchTime
537EC8 bWaveInSearch
537F6C bWaveInChase
538008 bWaveInWater
5380A8 bWaveInPhase2ProtectorOn
538148 bWaveInfiniteDetectionRadius
538264 fWaveTimeBetweenFire
5383F0 fWaveChargeTime
538574 bWaveMaxRadiusToFireDebug
538614 fWaveMaxRadiusToFire
5387A8 fWaveTimeSinceWaveReactionToFire
53884C bWaveShowFireFeedback
538960 fWaveProjectileInitialRadius
538AEC fWaveProjectileRadius
538C70 fWaveIgnoreInputTime
538DF8 fWaveProjectileSpeed
538EA0 fWaveProjectileWaterSpeed
538F40 fWaveMinAtt
5390D0 fWaveMaxAtt
539258 fWaveMinTimeInSpaceJumpToFire
539304 fWaveMaxTimeInSpaceJumpToFire
5393A4 fWaveInSpaceJumpFireProjectileMaxSpeed
53944C bIceUseInPatrol
5394EC bIceUseInWater
53958C bIceInfiniteDetectionRadius
539628 fIceIceConeRadius
5396CC fIceIceConeAperture
539768 fIceIceConeChargeTime
539808 fIceTimeBetweenFire
5398A8 fIceIgnoreInputTimeMax
539948 fIceIgnoreInputTimeMin
5399E4 fTimeSearchForcedToGoAway
539A88 fTimeSearchForcedToGoAwayInSearch
539B28 fStaggerTimeGrab
539BC8 fStaggerTimeHeadProtectorDestroyed
539C64 fStaggerTimeGrabTuto
539D08 bUseTurnsWithoutStopAndLook
539DA4 bAlwaysWinQTE1
539E44 fCentralUnitAlarmVolumeOnGrab
539EE4 fTimeInFrustumToMarkEmmySeen
53A824 sCurrentPatrol
53AA54 bPerceptionFeedbackEnabled
53AC7C bShowBehaviorDebug
53AE78 fPhaseDisplacementFactor
53B074 fGrabQTEFailTime
53B270 bPlayerNoiseEnabled
53B46C fPatrolSearchMaxTime
53B668 fGrabZoomOffset
53B864 fGrabZoomTime
53BA60 bTargetDetectionEnabled
53BBE8 bTargetInsideEmmyZone
53BC88 tOverrideGrabPosition
53BCF8 tOverrideDeathPosition
53BD68 tAutoForbiddenEdges
53BDD8 tAutoGlobalSmartLinks
53C110 tLogicShapesToAvoidCornerReposition
569DD4 bPerceptionFeedbackEnabled
569EA8 fPhase1PerceptionPatrolRangeRadius
569F74 fPhase1PerceptionPatrolSearchRangeRadius
56A048 bPerceptionPhase1Search2InfiniteRadius
56A110 fPhase1PerceptionSearchRangeRadius
56A1E0 fPhase1PerceptionSearch2RangeRadius
56A2A8 fPhase1PerceptionChaseRangeRadius
56A37C fPhase1PerceptionCentralVisionConeAperture
56A448 fPhase1PerceptionCentralVisionConeRadius
56A518 fPerceptionCentralVisionConeMinTimeToTrigger
56A5EC bPerceptionVisionConeVisible
56A68C fPerceptionVisionConeIntensity
56A72C bShowBehaviorDebug
56A7CC bShowSearchPointDebug
56A868 bShowPulseBackground
56A908 bShowPulseGradient
56A9A4 fPhaseDisplacementFactor
56AA48 fPhase1PatrolSpeed
56AAEC fPhase1PatrolSearchSpeed
56AB8C fPhase1SearchSpeed
56AC28 bPhase1ChaseSpeedModulation
56ACC8 fPhase1ChaseSpeed
56AD68 fPhase1CloseChaseSpeed
56AE10 fPhase1FarDistChaseSpeed
56AEAC fPhase1CloseDistChaseSpeed
56AF50 fPhase1OutOfCameraSpeed
56AFF0 fPhase1PatrolSearch2Speed
56B090 fPhase1Search2Speed
56B12C fPhase2ProtectorOnChaseSpeed
56B1CC fPhase2ProtectorOnOutOfCameraSpeed
56B268 fPhase2ProtectorDestroyedChaseFarSpeed
56B308 fPhase2ProtectorDestroyedChaseCloseSpeed
56B3A4 fPhase2ProtectorDestroyedChase2FeetFarSpeed
56B44C fPhase2ProtectorDestroyedChase2FeetCloseSpeed
56B4F0 fPhase2ProtectorDestroyedOutOfCameraFarSpeed
56B594 fPhase2ProtectorDestroyedOutOfCameraCloseSpeed
56B634 bFasterChaseTunnelTransitionEnabledPhase1
56B6D8 bFasterChaseTunnelTransitionEnabledPhase2
56B778 fPhase1OutOfCameraSpeedDeactivateDistance
56B818 fPhase2OutOfCameraSpeedDeactivateDistance
56B8BC bOutOfCameraSpeedDeactivateInMiniMap
56B95C fPhase2ProtectorDestroyedFarDistance
56B9FC bSearchLoopSoundEnabled
56BA9C fEmmySoundMinAttDistance
56BB3C fEmmySoundMaxAttDistance
56BBE4 fEmmySoundVolume
56BC80 fEmmySoundPerceptionVolume
56BD24 fEmmySoundDistZoomWalkCamMinAttDistance
56BDC0 fEmmySoundDistZoomWalkCamMaxAttDistance
56BE68 fEmmySoundDistZoomWalkCamVolumeMultiplier
56BF08 fEmmyMovementSoundVolume
56BFAC fEmmyMovementSoundMinAttDistance
56C048 fEmmyMovementSoundMaxAttDistance
56C0E8 fPhase2GrabDistance
56C188 fPhase2Chase2FeetAnticipationMinDistance
56C228 fPhase2Chase2FeetAnticipationMaxDistance
56C2CC fPhase2Chase2FeetSoundMinFrequency
56C374 fPhase2Chase2FeetSoundMedFrequency
56C418 fPhase2Chase2FeetSoundMaxFrequency
56C4C0 fGrabPreparationTime1
56C564 fGrabPreparationTime2
56C608 fGrabPreparationTime3
56C6A4 fGrabPreparationGraceTimeProbability
56C748 fGrabPreparationGraceTime
56C7E4 fGrabSecondPreparationTime1
56C888 fGrabSecondPreparationTime2
56C92C fGrabSecondPreparationTime3
56C9CC fGrabSecondPreparationGraceTimeProbability
56CA6C fGrabSecondPreparationGraceTime
56CB14 fGrabQTETime
56CBB0 fGrabSecondQTETime
56CC50 fGrabQTEFailTime
56CCF8 bPlayerNoiseEnabled
56CD98 bSearchUsesPatrolColorWhenTargetLost
56CE38 bLocationRumbleEnabled
56CED8 fRumbleBaseGain
56CF74 iRumbleWave
56D018 iStatesInRumble
56D0BC bRumbleDemoMode
56D15C fRumbleDemoSpinSpeed
56D1FC fRumbleDemoVibrationSpeed
56D29C fPatrolSearchMaxTime
56D340 fGrabZoomOffset
56D414 fGrabZoomTime
56D4DC bEmmy1CanUseTunnels
56D57C bEmmy2CanUseTunnels
56D618 iEmmyKeyCollectionMode
56D6B8 iEmmyKeyAmount
56D758 fTargetLostRouteFindInternalNodeProbability
56D7FC fTargetLostRouteFindLastNodeProbability
56D898 fTargetLostNavMeshFindProbability
56D938 fTargetLostNavMeshFindRadius
56D9D4 fTargetLostNavMeshNoFindRadius
56DA7C fTargetLostNavMeshNoFindPathMaxDistance
56DB1C fTargetLostNavMeshNoFindPathMinDistance
56DBBC iTargetLostLowLife
56DC5C fTargetLostLowLifeRareAnimProb
56DCFC fTargetLostLowLifeVeryRareAnimProb
56DD9C bRangeVisibleOnlyInPlayerFocusMode
56DE3C iDetectDoorOpenedMode
56DEDC fDetectDoorOpenedDistance
56DF84 iGrabEmmySamusQTEMode
56E020 fTwoFeetChaseMinSpaceToStretch
56E0C0 fTwoFeetChaseDistanceToAnticipateCrouchAnim
56E160 fTwoFeetChaseDistanceToAnticipateStretchAnim
56E200 fDistanceToSwitchTo3mInGrabPreparation
56E2A4 fDistanceToStartSwitchingTo3mInGrabPreparation
56E348 fPhase2HeadProtectorLife
56E3E4 fPhase2HeadProtectorLifeRecoveredPerSecond
56E488 fPhase2ProtectionHeadImpactedSpeedFactor
56E528 fPhase2ProtectionHeadImpactedSpeedFactorTime
56E5C8 fWaterSpeedFactor
56E66C fMinTimeToStayStretched
56E714 bEmmyMovementSoundEnabled
56E7B0 bEmmyGrabBeepSoundEnabled
56E854 bPulseVisible
56E91C fDetectionRangeFadeIn
56E9C4 fDetectionRangeFadeOut
56EA60 fTimeToShowPreviousDetectionRange
56EB00 fTimeGrowingDetectionRange
56EB9C fTimeToShowCurrentDetectionRange
56EC44 fTimeToShowOnlyCurrentDetectionRange
56ECE8 fChaseUnspawnEnemyCulledCount
56ED8C fEmmySpeedIncreasedPerSecond
56EE30 fMaxEmmySmartLinkSpeedIncreased
56EED4 fMaxEmmyWalkSpeedIncreased
56EF70 bStallingDetectionEnabled
56F010 bTunnelStallingPreventionEnabled
56F0AC bStallingSpeedIncreaseEnabled
56F14C fStallDetectionSmallRadius
56F1EC fStallDetectionBigRadius
56F28C fStallDetectionTimeOnBigRadius
56F32C fStallDetectionTimeOnSmallRadius
56F3D4 bSetStopAndSearchAnimInLastPerception
56F470 fTimeOutOfCameraToEndChase
56F510 bVisionConeThroughScenario
574088 key
574234 element
57466C key
574818 element
574E14 sId
574F20 fLife
574FC4 sLifeTunable
5750C0 sLifeTunableVar
579098 fLifeTime
579144 fExplosionRadius
5791E4 fTimeToExplosion
57928C fTimeAtMaxRadiusExplosion
579330 fDamageFulmiteBellyMineExplosion
5793D4 fNormalXFactor
579478 fNormalYFactor
579520 fUpsideDownXFactor
5795BC fUpsideDownYFactor
579660 fInWallXFactor
5796FC fInWallYFactor
5797A0 uGroundRebounds
57983C fWallImpulseXFactor
5798E0 fWallImpulseYFactor
579980 fGroundImpulseXFactor
579A24 fGroundImpulseYFactor
579AC4 bPlayReboundActions
579B64 fImpulseVelocityXLimit
579C04 fImpulseVelocityYLimit
579CA4 fTimeToShowBeforeExplosionFX
579D48 fMinTimeBetweenBeeps
579DF0 fMaxTimeBetweenBeeps
579E90 fMinBeepVolume
579F30 fMaxBeepVolume
579FD0 fMinBeepPitch
57A078 fMaxBeepPitch
57F3AC oGobblerBiteAttackDef
57F424 fMinImpulseFactorX
57F4C8 fMinImpulseFactorY
57F56C fMaxImpulseFactorX
57F614 fMaxImpulseFactorY
57F6B0 fDistForMaxImpulse
57F754 fDistForMinImpulse
57F7F4 fDistanceToBiteAttack
57F898 fMinNervousnessDist
57F938 fMaxNervousnessDist
581CD0 fChargingTime
581D7C fTimeBetweenWaves
581E1C uNumWaves
5864F4 oGoliathXBurstProjectionBombsAttackDef
58656C oGoliathXSlamAttackDef
586AA0 wpCoreXSpawnPoint
587DF8 fExplosionRadius
587EA4 fExplosionGrowthTime
587F48 fExplosionLifeTime
587FEC fSubExplosionLifeTime
588090 fSubExplosionStepTime
588138 fClosestAxisSpeedMultiplier
5881D8 fDetonationTime
58B53C fPostAttackLoopDuration
58B88C fMinAttackDistance
58B938 fMaxAttackDistance
58BA04 fMaxAttackDistanceWShockwave
58BAD4 fFrontSpaceToForbidAttack
58BB70 fShockWaveLength
58BC10 fShockWaveTimeGrowing
58BCB4 fShockWaveTimeAtMaxRadius
58BD5C fShockWaveAttackHeight
58E304 oGoliathAttackDef
58E37C fAnimSpeedMultiplier
58E6C0 fFleeTimeToReturnToPatrol
58E76C fChaseMinDistance
58E810 fChaseMaxDistance
590A90 bClockwise
590B38 fDist
59152C fMinAttackDistance
5915D4 fMaxAttackDistance
592134 fMinAttackDistance
5921E0 fMaxAttackDistance
595D24 fAwareTime
595EC4 fAttackRecoveryTime
596048 iMaxJumps
5961D0 fMaxSingleJumpTime
596274 iStaminaLossPerParry
5963F8 fAttackTrackingTime
59657C fAttackAirSpeed
596704 fExplosionRadius
5967A4 fExplosionDamage
596848 fExplosionTime
5969CC fJumpTargetYOffset1
596B60 fJumpTargetYOffset2
596CDC fJumpTargetYOffset3
5976E4 eSubspecies
597788 fExplosionTime
597828 oGooplotJumpAttackDef
597898 oGooplotUndoJumpAttackDef
59C418 fShockAttackDuration
59E018 fMinAttackDistance
59E0C4 fMaxAttackDistance
59E160 fInitLoopDuration
59E208 fHitLoopDuration
59E2A8 fVulnerableAfterHitDuration
59E34C fVulnerableOnPushDuration
5A13A4 fDefaultMotionSpeed
5A1450 fCombatMotionSpeed
5A14F0 fFleeMotionSpeed
5A1A20 fCombatMotionSpeed
5A1ACC fMotionSpeed
5A2108 oGroundShockerAttackDef
5A4CD0 eSubspecies
5A501C fTimeToGoPatrol
5A50C8 fPatrolEatPreparationTime
5A5168 fFeedAnimPreparationTime
5A5208 fStopFeedAnimPreparationTime
5A52A8 fPatrolEatDurationMin
5A534C fPatrolEatDurationMax
5A53E8 fPatrolEatCooldownMin
5A5488 fPatrolEatCooldownMax
5A5524 fTimeToPlanktonDamage
5A55C8 fExtraDistanceDamage
5A5668 fDistanceToNoticeOtherHecathons
5A5708 fTimeToChangeBetweenModes
5A57AC fTimeToAdjustDir
5A5850 fDistToEndPathToAttack
5A58F0 fTimeToChangeSpeed
5A5990 fSpeedFactor
5A5A30 fTimeToEat
5A68C0 wpPatrolPath
5A696C ePatrolPathType
5A6A04 wpHarassPath
5A6AA0 eHarassPathType
5A6C9C fTimeToGoPatrol
5A6EBC fSpeed
5A70DC bIsEating
5A72F4 bCanEat
5A750C fPatrolEatDuration
5A7724 fPatrolEatCooldown
5A7944 uMask
5ABB44 fPrepareTime
5ABBF0 fHitTime
5AC480 fFarSpeed
5AC52C fMiddleSpeed
5AC5C8 CloseSpeed
5ACCAC key
5ACE58 element
5AD290 key
5AD43C element
5ADA3C iAttackPattern
5ADAE8 fTimeBetweenWaves
5ADB88 uMinNumWaves
5ADC2C uMaxNumWaves
5ADCCC tUnbreakableFarPatterns
5ADD6C tUnbreakableMiddlePatterns
5ADE0C tUnbreakableClosePatterns
5B6BDC HYDROGIGA_BRAID_ATTACK
5B6C84 HYDROGIGA_MAELSTORM_ATTACK
5B6D24 HYDROGIGA_POLYPS_ATTACK
5B6DC4 HYDROGIGA_TENTACLE_BASH_ATTACK
5B6E64 HYDROGIGA_TONGUE_SWIRL_ATTACK
5B74B0 tTentacles
5B7558 oHydrogigaBraidAttackDef
5B75C8 oHydrogigaMaelstormAttackDef
5B7638 oHydrogigaPolypsAttackDef
5B76A8 oHydrogigaTentacleBashAttackDef
5B7718 oHydrogigaTongueSwirlAttackDef
5B7788 fTimeOpened
5B782C fTimeDry
5B78C8 fTimeStunned
5B7968 fUnderwaterZipLineMultiplier
5B7A08 fTurbineRestoreTime
5B7AB0 bMeleeDestroyPolyps
5B7B4C fMaxDamageDry
5B7BF0 fMaxDamageStunned
5B7C8C fDamageStage2
5B7D30 fDamageFactorFillingPool
5B7DD4 oDamageSourceFactorClose
5B7E44 oDamageSourceFactorOpen
5B7EB4 oDamageSourceFactorDry
5B7F24 oDamageSourceFactorPolyps
5B8AA4 wpPresentationCutscenePlayer
5B8B4C wpDeadCutScenePlayer
5C643C fReachedDistance
5C6514 bCalculateFleePointFromTargetPos
5C65DC bSuccessOnFinish
5C66A8 bInFury
5C8620 fTimeToReloadBeam
5C86CC sProjectileModelName
5C8770 oInfesterShootAttackDef
5C87E0 oInfesterReloadAttackDef
5C8854 eSubspecies
5CBCD4 fLifeTime
5CBD80 fExplosionRadius
5CBE20 fTimeToExplosion
5CBEC8 fTimeAtMaxRadiusExplosion
5CBF6C fDamageInfesterBallExplosion
5CC014 bChangeDirOnLand
5CC0B0 fXImpulseInWallSpawn
5CC154 bNotExplodeInWallCollision
5CC1F0 iNumCollisionsToExplode
5CC294 iNumWallCollisions
5CC334 bExplodeInVerticalTunnelCollision
5CC3D4 fTunnelImpulseFactor
5CC474 fReboundInWallFactor
5CC514 fReboundInGroundFactor
5CC5B4 fReboundInSlopeFactor
5D20C0 iDistance
5D2168 fTime
5D220C bBreakable
5D28EC key
5D2A98 element
5D2ED0 key
5D307C element
5D384C key
5D39F8 element
5D3E30 key
5D3FDC element
5D45FC bEnabled
5D4C48 sEndAttackAnim
5D4D54 fDuration
5D4DF8 fUnbreakableGravity
5D4E98 fBreakableGravity
5D4F3C fMaxAngle
5D4FDC fMinAngle
5D5080 tLaunchPatterns
5DAC9C bEnabled
5DB588 fAngle
5DB634 fSpeed
5DB6D4 fReboundImpulse
5DB774 fDelay
5DBE50 key
5DBFFC element
5DC434 key
5DC5E0 element
5DCDB0 key
5DCF5C element
5DD394 key
5DD540 element
5DDB64 bEnabled
5DDC0C iPattern
5DE250 sEndAttackAnim
5DE360 tPatterns
5E3A34 bEnabled
5E4338 bEnabled
5E4984 fSpike1VerticalOffset
5E4A30 fSpike1HorizontalOffset
5E4AD4 fSpike2VerticalOffset
5E4B78 fSpike2HorizontalOffset
5E4C1C fSpike3VerticalOffset
5E4CC0 fSpike3HorizontalOffset
5E5504 bEnabled
5E5E0C bEnabled
5E5EB4 iPattern
5E6C70 eState
5E6CF0 eSpeed
5E6D88 fAngle
5E7468 key
5E7614 element
5E7A4C key
5E7BF8 element
5E83C8 key
5E8574 element
5E89AC key
5E8B58 element
5E9154 tPatternsPhase1
5E91CC tPatternsPhase2
5EE9DC bEnabled
5EF028 fSpike1VerticalOffset
5EF0D4 fSpike1HorizontalOffset
5EF178 fSpike2VerticalOffset
5EF21C fSpike2HorizontalOffset
5EF2C0 fSpike3VerticalOffset
5EF364 fSpike3HorizontalOffset
5F7054 fFlyingSpikeMotionSpeed
5F71F8 fFlyingSpikeStickedWallTime
5F7378 fZipLineDownTime
5F7500 iInitialStage
5F759C uBombsToDieInMorphGrab
5F7644 SPINNING_NAILS
5F76E0 BACK_SLAP
5F7784 ACID_BLOBS
5F7820 FLYING_SPIKES
5F78C4 TRIPLE_FLYING_SPIKES
5F7960 BOUNCING_CREATURES
5F7A04 SHOCKER_SPLASH
5F7AA0 FIERCE_SWIPE
5F80F4 oKraidSpinningNailsAttackDef
5F816C oKraidBackSlapAttackDef
5F81DC oKraidFierceSwipeAttackDef
5F824C oKraidAcidBlobsAttackDef
5F82BC oKraidFlyingSpikesAttackDef
5F832C oKraidTripleFlyingSpikesAttackDef
5F839C oKraidBouncingCreaturesAttackDef
5F840C oKraidShockerSplashAttackDef
5F847C fOpenMouthInterpolationSpeed
5F8520 fDesiredTimeToCloseMouth
5F85C0 fDamageToCloseMouth
5F8664 fBellyLife
5F8704 fMinTimeToRelaxAction
5F87A8 fMaxTimeToRelaxAction
5F8848 fTimeToUncoverBelly
5F88EC fIgnoreOpenMouthTimeAfterCloseMouth
5F8990 fTimeToBellyDamage
5F8B98 fBellyButtonRadius
5F8C3C oGrabDamageSourceFactor
5F8CAC oFierceswipeActingDamageSourceFactor
5F9640 wpStage1ArenaShape
5F96EC wpStage2ArenaShape
5F9888 wpPhase2CutScenePlayer
5F9920 wpDeadCutScenePlayer
5F99B8 wpDeadFromZiplineOrMBCutscenePlayer
600CB8 fRotationFactor
60117C fRotationFactor
601648 fRotationFactor
6016F4 fPhase1LeftHandCloseSpeed
601794 fPhase1LeftHandFarSpeed
60183C fPhase1RightHandCloseSpeed
6018D8 fPhase1RightHandFarSpeed
601978 fPhase2LeftHandSpeed
601A18 fPhase2RightHandSpeed
6022E8 fInitialMotionSpeed
602394 fMotionSpeed
602434 fInitialDisplacement
6024D8 fPreparationTime
602578 fShakeDisplacementX
60261C fShakeSpeedX
6026B8 fShakeDisplacementY
602758 fShakeSpeedY
6027F4 fFlyingSpikeStickedWallTime
608328 bAttackInIntervals
6083D0 fIntervalMin
608470 fIntervalMax
608514 fRepeatAttackTimer
6085B4 fTimeToChargeAttack
608658 sProjectile
6086FC fBallGravity
6087A0 fBallInitialSpeed
608844 eDepthornAttackType
6088E0 fTimeBetweenThornsMin
608984 fTimeBetweenThornsMax
608A2C bUseSineWavesInSequenceShoot
608ACC uNumSequences
60D3BC sName
60D4CC tBoneNames
60DCDC key
60DE88 element
60E2C0 key
60E46C element
60EA68 fOffset
60EB10 sBoneName
60EC14 fGravity
60ECBC fSpeed
60ED60 fTimeToNextOffset
60F5EC key
60F798 element
60FBD0 key
60FD7C element
61054C key
610704 element
610B3C key
610CF4 element
611304 sPatternName
611414 tOffsets
611CE4 key
611E90 element
6122C8 key
612474 element
612A7C oNailongThornsAttackDef
612AF4 oNailuggerAcidBallsAttackDef
612B64 fTimeBetweenThornsAttack
612C08 fSteeringTargetReachDistance
612CA8 fSteeringCloseToTargetAccel
612D4C fSteeringMaxDistToTurn
612DEC fSteeringLookAheadDistance
612E90 fSteeringAcceleration
612F30 fMaxTargetDistanceToAccelerateCloseToTarget
612FD0 fSlowSteeringTargetReachDistance
61306C fSlowSteeringCloseToTargetAccel
613110 fSlowSteeringMaxDistToTurn
6131AC fSlowSteeringLookAheadDistance
61324C fSlowSteeringAcceleration
6132E8 fSlowMaxTargetDistanceToAccelerateCloseToTarget
613388 fSlowMotionSpeed
61342C tShootDCBones
6134CC tLaunchConfig
61DD5C wpPatrolPath
61DE08 ePatrolPathType
6210AC fAmplitude
621158 fFrequency
62256C fIntervalMin
622618 fIntervalMax
6226B8 fRepeatAttackTimer
62275C fTimeToChargeAttack
625884 fBlockableAttackTime
625934 fBlockableAttackWarningTime
625C80 fMinAttackDistance
625D2C fMaxAttackDistance
625DCC fChargeLoopDuration
625E70 fAttackLoopDuration
625F10 fVerticalAttackAngleToleranceForOtherPlatform
629F78 fHeadAngleInterpolationSpeed
62A5B8 oObsydomithonAttackDef
62EA38 fAttackDiveDistance
62EB10 fAttackPreparationTime
62EE88 fMinAttackDistance
62EF34 fMaxAttackDistance
6324D4 fReachedDistance
634B5C fMaxTimeToLoseDetection
6350DC fHorizontalMoveDist
63527C fVerticalMaxNoise
6353FC fNoNoiseRadiusFromTarget
6354A4 fCombatSpeedMultiplier
63562C fPatrolSpeedMultiplier
6357B0 fAttackAnticipationSpeedMultiplier
635930 fFrontMinDistToTarget
6359D4 fBackMinDistToTarget
635A70 fOnHitRepositionDistance
635B10 fMinOnHitRepositionAngle
635BB4 fTimeBetweenAttacks
635D40 fYOffsetToCrossTarget
635ECC fWaitTimeToReturnPatrol
636058 fMotionSpeed
6361E8 fMinAnticipationRelocationDistance
636B04 eSubspecies
636BA8 oPoisonFlyDiveAttackDef
63B720 uNumProjectiles
63B7CC fTimeBetweenShots
63D26C oQuetzoaXMultiTargetAttackDef
63D2E4 fVulnerabilityTime
63D8D0 wpCoreXSpawnPoint
63F3F4 fLaunchAngle
63F4A0 fLaunchDist
63F540 fSteeringSpeed
63F5E4 fMaxDistanceFromGuide
640D18 fMaxChargingDistance
641878 fMaxProjectileDistance
641928 fTimeBeforeElectrify
6419CC fElectrifyTime
645A34 bFlee
645ADC fSpeedMultiplier
646CB8 fDodgeTimeThreshold
6475CC oQuetzoaChargeAttackDef
647644 oQuetzoaEnergyWaveAttackDef
6476B8 eSubspecies
647F2C wpShortRangePath
647FD8 eShortRangePathType
648070 wpLongRangePath
64810C eLongRangePathType
64B9F8 fDistToStartCharge
64BAA4 fDistToEndRecovery
64BB44 bAlwaysForceRailMovement
64BBE4 fPathRecalculationTime
64BC84 fAttackPathLength
64BD28 fDistToForceAttack
64BDC8 fMinChaos
64BE68 fMaxChaos
64BF08 fMinMovementAnimSpeed
64BFAC fMaxMovementAnimSpeed
64C04C fWallChargeStunDuration
64C0F4 sCombatSoundSmallGroup
64C198 sCombatSoundMediumGroup
64C238 sCombatSoundLargeGroup
64C2D4 sPreparationSoundSmallGroup
64C374 sPreparationSoundMediumGroup
64C410 sPreparationSoundLargeGroup
64C4B0 sStartChargeSoundSmallGroup
64C54C sStartChargeSoundMediumGroup
64C5EC sStartChargeSoundLargeGroup
64C688 sCollisionWithWallSoundSmallGroup
64C728 sCollisionWithWallSoundMediumGroup
64C7C4 sCollisionWithWallSoundLargeGroup
64C864 bPreparationBackAllowed
64C900 fMinPreparationTime
64C9A4 fBackDistanceLength
64CA48 fBackDistanceWidth
64CAF0 fAttackCooldown
64CB90 fAngleLimitDeg
64CC34 fMinDistForAngleLimit
65A310 fInitialScale
65A4B4 fTimeToMaxScale
65A640 fATypeMotionSpeed
65A814 fBTypeMotionSpeed
65A9E0 fCTypeMotionSpeed
65B728 fPreparationTime
65B7D4 fSpawnTime
65D034 eRinkaType
660D00 fCloseWingsStartDistance
661044 fMotionSpeed
6636E4 fFireActiveTime
663790 fRestTime
663830 vFirePillarConfigs
6638A0 oRodomithonXSuckAttackDef
663E34 eType
663ED8 fFirePillarLength
663F78 fFirePillarWidth
66401C fFirePillarLengthOffset
66453C key
6646E8 element
664B20 key
664CCC element
667388 eFirePillarType
66B5D4 fBiteAnticipationDistance
66B680 fBombForceExplosionDistance
66B720 vAbsorbConfigs
66B790 oRodotukSuckAttackDef
66BAAC fBaseAbsorbDistance
66BB58 fAngryAbsorbDistance
66BBF8 fMaxAbsorbAngle
66BC9C fAbsorbBaseSpeed
66BD3C fAbsorbMaxSpeed
66BDE4 fAbsorbTimeToLoseControl
66BE84 fAbsorbAcceleration
66BF28 fBombAbsorbBaseSpeed
66BFC4 fBombAbsorbAcceleration
66C064 fBiteAnticipationDistance
66C948 eType
66C9EC fBaseAbsorbDistance
66CA8C fAngryAbsorbDistance
66CB30 fBombAbsorbExtraHeight
66CBD0 fBombAbsorbExtraWidth
66CC74 fMaxAbsorbAngle
66CD10 fAbsorbBaseSpeed
66CDB8 fAbsorbMaxSpeed
66CE5C fAbsorbTimeToLoseControl
66CF00 fAbsorbAcceleration
66CFA0 fBombAbsorbBaseSpeed
66D048 fBombAbsorbAcceleration
66D568 key
66D714 element
66DB4C key
66DCF8 element
67065C eType
672C18 bKeepCalmAndGoPatrol
672CC0 fTimeToCalm
672D5C sNervousAction
675030 eSubspecies
6750D4 oSabotoruTurnInDoorAttackDef
675144 fDoorPlayRate
67548C fDoorLife
67553C fTimeToStopPanic
67663C fMinTimeBetweenSearch
676714 fMaxTimeBetweenSearch
6767E0 fMinTimeSearching
6768B0 fMaxTimeSearching
6793F4 fMinHiddenTime
6794A0 fMaxHiddenTime
679540 fJumpPreparationTime
6795E4 fJumpShortPreparationTime
67992C fMinHiddenTime
6799D8 fMaxHiddenTime
679A78 fJumpPreparationTime
67C468 bAnimateTail
67C510 fTailBlendTime
67CD90 bEnabled
67CE38 fMinAttackDistance
67CED8 fMaxAttackDistance
67DA78 bEnabled
67DB20 fMinAttackDistance
67DBC0 fMaxAttackDistance
67E828 bEnabled
67E8D0 fTimeToMove
67E970 fDistanceToStopMoving
67EA14 fTimeToSmash
67F41C sChargeAttackAnim
67F4CC sAfterChargeAttackAnim
67F814 bEnabled
67F8BC fMinAttackDistance
67F95C fMaxAttackDistance
67FA00 fAttackTime
67FAA0 fShockWaveLength
67FB44 fShockWaveTimeGrowing
67FBE4 fShockWaveTimeAtMaxRadius
67FC88 fMinChargingTime
680A80 bEnabled
680BA4 fMinAttackDistance
680D30 fMaxAttackDistance
680EB4 fExplosionRadius
680F54 fTimeToReachExplosionRadius
680FFC fTimeToMaintainExplosionRadius
681098 fTimeToDisapear
681140 fPoisonDamagePerSecond
6811E0 fPoisonDamage
681B34 sMagnetAttackAnim
681E90 bEnabled
681FB4 fMinAttackDistance
682140 fMaxAttackDistance
